"","Class","MAperF","MTotF","MCoreF","AreaF","IR2F","csfF","EllipF","MAperJ","MTotJ","MCoreJ","AreaJ","IR2J","csfJ","EllipJ","MAperN","MTotN","MCoreN","AreaN","IR2N","csfN","EllipN"
"74772",0,16891,16836,17636,83000,2166,1080,31,17732,17797,18213,58000,1769,1000,160,18296,18301,18855,48000,1832,1000,39
"124360",0,18811,18816,19575,46000,1991,1060,76,20281,20223,20612,30000,1757,860,315,20118,19995,20688,27000,1912,980,163
"105034",0,18495,18442,19181,50000,2096,1020,211,20006,20064,20315,27000,1556,900,153,18639,18434,19194,52000,2198,1020,301
"115202",0,18789,18706,19453,44000,1947,960,132,20347,20454,20573,26000,1568,800,284,19733,19705,20058,31000,1684,860,51
"49753",0,16942,16875,17612,96000,2244,1020,29,18377,18367,18880,63000,1985,960,180,17655,17539,18279,76000,2267,1020,125
"41408",0,17087,17057,17766,84000,2209,1020,115,18619,18670,19094,47000,1757,900,69,16962,16887,17595,99000,2416,1040,97
"104841",0,19729,19692,20109,28000,1741,840,80,20819,20930,21314,14000,1260,920,179,20620,20552,21135,15000,1456,1080,267
"87729",0,17819,17765,18446,66000,2112,960,152,18324,18305,18805,55000,1769,960,49,19138,19145,19655,38000,1748,940,242
"112997",0,19303,19207,19952,35000,1945,940,219,20809,20689,20970,17000,1262,760,157,20506,20291,20684,26000,1699,1080,114
"55203",0,19815,19840,20224,25000,1600,820,225,20623,20687,21101,14000,1364,940,113,19764,19727,20473,27000,1839,1100,323
"137007",0,19709,19391,20527,35000,2836,1020,515,20659,20918,21473,17000,1536,1220,238,19821,19734,20902,20000,1818,1520,255
"118454",0,16663,16615,17433,94000,2293,1060,61,17511,17603,18115,75000,1912,1060,47,18075,18105,18668,57000,1957,1020,55
"91223",0,19906,19901,20281,24000,1595,880,269,19665,19608,20128,33000,1884,900,371,19832,20421,21092,10000,1352,2100,468
"97648",0,16340,16268,17113,121000,2421,1060,93,17300,17287,18000,89000,2134,1080,14,17514,17417,18107,76000,2164,1020,188
"60509",0,17984,17950,18662,59000,2082,1020,78,18317,18420,18672,50000,1612,920,75,19118,19123,19826,39000,1851,1060,91
"125048",0,18203,18219,18936,52000,2095,1020,151,18419,18452,18835,60000,1883,920,183,19861,19800,20327,27000,1687,1020,325
"57892",0,19552,19576,20341,21000,1697,1020,199,21109,21167,21496,10000,1255,1080,205,19497,19442,20218,26000,1682,2850,291
"48428",0,19057,19025,19679,35000,1932,1000,156,19639,19715,19859,37000,1520,800,197,20208,19970,21013,29000,2333,1420,317
"95021",0,19447,19393,19922,33000,1770,900,153,20570,20628,21008,26000,1638,900,125,19164,19097,19897,38000,1909,1120,159
"122057",0,18277,18182,19013,57000,2150,1020,247,18669,18637,19203,48000,1860,920,57,19555,19542,20157,30000,1762,2950,318
"91186",0,19206,19319,19422,37000,1513,860,193,20117,20113,20492,27000,1487,820,46,20160,20278,20799,19000,1457,1040,187
"37757",0,16330,16280,17100,105000,2299,1040,60,17547,17605,18136,72000,1914,1000,38,17134,17108,17768,79000,2048,1020,24
"134266",0,20524,20428,20900,24000,1553,880,236,22107,21731,21938,6000,979,740,382,20854,20917,21160,21000,1735,1060,293
"111756",0,19064,19009,19871,42000,2017,1080,51,20921,20829,21080,19000,1309,800,190,19455,19388,19902,30000,1600,980,96
"28298",0,18236,18201,18908,55000,2003,960,133,19555,19646,19936,31000,1446,780,159,19208,19176,19732,33000,1632,920,250
"128552",0,18661,18661,19415,52000,2170,1060,110,18939,19029,19312,45000,1569,900,30,20888,20511,20685,17000,1444,820,240
"9869",0,18677,18743,19691,42000,2174,1060,278,19156,19250,19742,41000,1821,980,66,19662,19647,20318,24000,1614,1060,147
"21485",0,16707,16642,17524,101000,2443,1020,188,17421,17505,18081,79000,2035,1100,106,17736,17687,18288,63000,1901,920,120
"43337",0,17073,17061,17779,78000,2106,1020,24,17865,17911,18409,65000,1851,1040,108,18281,18234,18860,53000,1908,1020,143
"77954",0,18005,17970,18658,59000,2062,960,132,18328,18346,18830,52000,1823,960,155,19571,19593,20178,33000,1910,1000,258
"71820",0,19731,19756,20268,26000,1784,860,255,20619,20636,21203,24000,1830,1120,419,20331,20511,20933,9000,1279,1200,272
"102797",0,19463,19497,20166,27000,1642,860,339,21581,21217,21303,15000,1499,900,330,19525,19462,20512,31000,1860,2450,165
"38446",0,16150,16077,16918,121000,2377,1040,55,17730,17756,18270,79000,2022,1020,242,16454,16445,17149,96000,2176,1040,84
"30505",0,16216,16187,16984,116000,2327,1080,42,17617,17678,18202,66000,1886,1060,142,17023,16952,17671,83000,2109,1040,105
"34388",0,17694,17659,18407,69000,2120,1020,113,18309,18381,18782,56000,1781,920,163,18898,18895,19520,45000,1801,1000,73
"33266",0,19174,19165,19856,38000,1903,1020,64,19626,19804,20141,42000,1826,1080,225,20276,20324,21206,16000,1798,2650,599
"91374",0,18605,18643,19061,45000,1713,900,252,19942,19920,20459,26000,1577,940,195,19122,19140,19549,39000,1744,960,166
"968",0,19339,19336,20155,36000,1923,960,93,20479,20515,21016,20000,1492,920,270,20290,19662,20201,29000,2400,740,546
"57964",0,18137,17983,18746,53000,1916,940,30,19540,19502,19875,39000,1686,800,269,18831,18761,19399,44000,1936,1020,267
"60257",0,17381,17350,17991,70000,1982,1000,99,18441,18507,18866,53000,1726,920,25,18476,18454,19067,51000,1941,960,57
"91645",0,18515,18716,19289,24000,1632,960,195,19957,20233,20417,15000,1347,840,160,18552,18572,19105,40000,1831,1000,79
"109856",0,18843,18797,19606,52000,2162,1020,121,20133,20190,20692,21000,1482,940,103,19568,19578,19869,34000,1584,900,211
"52244",0,16508,16439,17287,104000,2381,1080,125,17298,17298,17936,82000,2032,1060,46,17719,17655,18348,70000,2071,1020,92
"92389",0,19680,19537,20113,34000,1886,900,153,20112,20222,20418,34000,1788,840,356,20580,20527,21156,14000,1458,2750,365
"97595",0,18595,18577,19203,44000,1918,1020,55,19856,19901,20257,28000,1528,900,141,19702,19650,19935,31000,1457,840,290
"134415",0,19217,19299,19710,38000,1671,820,186,20247,20390,20487,27000,1669,920,204,19228,19239,19803,37000,1832,1060,54
"7308",0,18358,18260,19043,51000,2089,920,122,19832,19935,20214,31000,1691,960,97,18247,18251,18803,57000,1955,940,108
"40626",0,18366,18347,18987,38000,2013,900,139,19417,19248,20010,42000,2330,1020,407,19311,19340,19909,37000,1819,1080,90
"91181",0,17601,17592,18242,55000,2025,1020,66,18121,18173,18586,59000,1785,940,68,19080,19067,19580,43000,1911,920,367
"49941",0,15333,15272,16194,156000,2536,1160,13,16691,16746,17499,100000,2238,1240,47,16266,16295,16984,104000,2100,1120,79
"75998",0,17150,17086,17811,38000,1828,1000,87,17874,17919,18431,49000,1841,1060,30,18479,18407,19066,44000,2328,960,408
"72948",0,15975,15926,16833,129000,2467,1140,37,17067,17043,17748,99000,2245,1120,48,17072,17066,17730,75000,2075,1060,120
"27361",0,16254,16169,16998,120000,2377,1060,34,17228,17322,17884,81000,1953,1080,60,17352,17280,17969,72000,2060,1020,120
"53523",0,16687,16614,17434,109000,2498,1020,65,18126,18156,18658,62000,1852,960,77,17128,17117,17751,69000,1994,1020,47
"4097",0,17615,17575,18327,74000,2215,1020,74,19025,19006,19634,47000,1902,920,35,17835,17811,18431,65000,1998,980,74
"27617",0,18849,18811,19437,42000,2023,920,235,20217,20210,20493,26000,1434,860,175,19351,19290,20075,31000,1833,2750,191
"886",0,16499,16401,17325,118000,2542,1020,130,17316,17384,17914,76000,1891,1060,29,17325,17342,17939,68000,1989,960,73
"111934",0,16601,16607,17316,92000,2157,980,55,17232,17230,17909,83000,2048,1120,85,17989,17944,18601,66000,2027,1020,85
"84388",0,18536,18507,19208,40000,1788,960,41,19028,19002,19644,41000,1791,980,175,19382,19349,20079,28000,1706,980,42
"64060",0,18531,18498,19181,54000,2026,920,189,19348,19423,19779,37000,1667,900,110,19805,19788,20443,28000,1802,1160,120
"86790",0,19502,19505,20041,28000,1782,920,272,19288,19337,19790,35000,1655,960,107,20634,20812,21277,12000,1289,820,262
"61310",0,16040,16004,16817,113000,2291,1100,45,17708,17772,18226,68000,1815,1020,88,16336,16312,17087,96000,2202,1180,139
"64014",0,19472,19516,19836,30000,1572,920,157,20171,20237,20750,26000,1588,1100,200,20228,20208,20790,29000,1986,1240,428
"42465",0,19349,19382,19786,32000,1712,960,141,19182,19232,19555,31000,1565,840,122,20006,19959,20630,20000,1560,1080,306
"45926",0,18486,18422,19192,52000,2169,1020,273,20021,20094,20394,30000,1662,840,201,19479,19422,20092,39000,2151,2900,488
"115909",0,16084,16010,16917,126000,2411,1120,137,17150,17208,17806,66000,2006,1120,60,17083,17044,17702,80000,2046,1020,103
"45662",0,20157,20156,20765,20000,1479,940,135,21240,21433,21700,6000,1174,780,278,20558,20449,21025,14000,1553,1060,357
"46202",0,15604,15530,16464,42000,2007,1180,38,17285,17344,17871,41000,1774,1040,45,16165,16114,16895,39000,1869,1160,73
"42750",0,17888,17857,18533,62000,2142,1020,213,19336,19542,19828,18000,1394,840,168,18051,17955,18686,58000,1995,2950,186
"90597",0,20329,20241,20533,15000,1401,880,160,21076,21127,21266,11000,1156,720,261,20532,20949,21514,7000,1158,2450,182
"10009",0,19414,19510,20208,20000,1628,960,121,21294,21187,21296,14000,1316,820,318,19891,19876,20253,22000,1545,940,134
"14730",0,18095,18113,18661,54000,1922,920,182,18545,18585,19002,46000,1704,920,110,19383,19498,19856,34000,1786,1060,41
"89464",0,18988,19020,19500,36000,1743,960,50,18972,18972,19422,41000,1627,880,169,20134,20136,20701,17000,1454,1040,193
"32764",0,18775,18836,19386,39000,1835,940,144,19111,19160,19588,49000,1824,940,293,19928,19892,20754,23000,1857,1160,150
"133060",0,15459,15377,16401,176000,2700,1140,105,16172,16186,16726,117000,2042,700,101,16400,16330,17125,105000,2218,1100,177
"85730",0,15765,15722,16621,111000,2434,1140,64,17246,17286,17980,83000,2129,1140,152,16805,16774,17468,88000,2129,1080,95
"75156",0,16800,16741,17531,88000,2243,1060,70,17892,17921,18382,63000,1791,980,45,17804,17770,18381,59000,1963,1020,46
"62640",0,17647,17662,18365,66000,2095,1040,47,19192,19127,19644,39000,1704,880,136,17882,17786,18466,63000,1968,1000,64
"66707",0,19231,19183,20002,36000,1972,1080,110,19854,19837,20447,41000,2320,1180,317,20489,20311,20915,16000,1512,2950,323
"112990",0,17788,17871,18468,63000,2083,1020,66,19306,19462,19692,38000,1657,960,270,17768,17697,18317,67000,1997,940,133
"81076",0,19195,19139,19785,36000,1797,940,139,20346,20339,20744,24000,1498,900,185,19147,19047,19873,42000,2080,1100,211
"131467",0,19055,19044,19612,20000,1547,840,57,19039,19075,19464,41000,1639,880,87,20315,20550,20808,12000,1370,840,225
"5812",0,17494,17418,18218,77000,2179,1000,145,18759,18813,19139,50000,1790,860,255,18191,18054,18822,62000,2336,2850,138
"18971",0,18713,18788,19334,43000,1878,960,71,19972,19965,20435,32000,2245,860,581,19455,19474,20106,32000,1720,2900,147
"53987",0,18873,18904,19490,43000,2000,1000,331,20153,20185,20525,27000,1460,820,210,19004,19089,19621,39000,1792,1100,158
"66492",0,17629,17648,18336,71000,2138,1020,73,18961,18960,19421,43000,1723,880,97,18064,18035,18659,64000,2067,1020,160
"23005",0,19645,19571,20342,29000,1983,1020,240,22117,21449,22064,13000,1741,1100,537,19661,19567,20904,28000,2262,2200,286
"74228",0,16966,16952,17639,82000,2061,1020,99,17614,17667,18162,66000,1876,1020,125,18196,18143,18726,52000,1853,900,40
"40188",0,16356,16340,17082,103000,2212,1040,41,17957,18000,18448,60000,1755,960,76,17091,17027,17672,72000,1980,1000,31
"132587",0,19438,19271,20414,28000,2023,1060,97,20349,20134,21269,40000,2695,1560,543,20847,21043,21439,7000,1407,300,615
"84290",0,18386,18458,19119,57000,2117,1060,75,19345,19268,19976,50000,2201,980,230,19092,18988,19812,34000,1933,2700,32
"103244",0,16657,16635,17386,86000,2191,1040,44,17886,17917,18403,67000,1889,1000,125,17698,17709,18212,65000,1838,980,137
"94265",0,16588,16584,17312,98000,2189,1040,53,17590,17666,18138,64000,1818,1020,99,17932,17931,18487,63000,1970,940,189
"10668",0,17444,17380,18416,96000,2555,1020,125,18309,18355,19172,73000,2333,1260,162,18414,18312,19254,68000,2570,2600,15
"96736",0,17781,17673,18528,71000,2221,1020,125,18211,18248,18805,64000,1998,1000,154,19144,19306,19695,38000,1843,2850,121
"99160",0,17820,17721,18548,67000,2314,1020,199,19333,19330,19801,37000,1667,920,215,18687,18688,19176,44000,1773,920,87
"5724",0,19028,18983,19717,41000,1946,900,264,19001,19059,19495,41000,1699,940,103,20214,20162,20889,17000,1650,940,450
"56417",0,19160,19168,19634,38000,1771,920,242,20574,20506,20811,24000,1806,800,471,20617,20204,20591,18000,1549,980,368
"130684",0,19817,19754,20584,30000,1797,860,118,20948,21271,21595,12000,1177,780,382,19639,19654,20572,22000,1589,2600,260
"5981",0,20000,19925,20377,22000,1703,900,224,20659,20731,21154,18000,1351,900,186,21143,20789,21061,10000,1132,740,234
"30114",0,16399,16360,17134,108000,2251,1060,84,17579,17704,18157,65000,1864,1080,75,17305,17298,17930,82000,2046,2900,136
"86627",0,15858,15799,16691,148000,2479,1140,54,17034,17042,17681,93000,1999,1120,60,16807,16788,17448,62000,2004,1080,94
"89323",0,18599,18551,19277,48000,1997,1040,94,18730,18735,19170,46000,1690,880,147,20385,20536,20637,27000,1746,1040,234
"121379",0,19049,19009,19719,47000,2140,940,186,20728,20801,20953,16000,1314,740,99,18544,18522,19102,51000,1893,920,171
"88102",0,19262,19274,19832,30000,1670,920,139,19486,19481,19746,35000,1620,920,247,21285,21303,21428,6000,1021,780,163
"58651",0,17016,16923,17690,79000,2098,1020,114,17887,17959,18361,65000,1769,960,122,18245,18227,18836,55000,1872,1000,101
"218",0,16207,16179,17040,120000,2397,1040,93,16941,16993,17668,85000,2035,1120,52,17127,17099,17728,80000,2064,1020,90
"111074",0,17567,17513,18269,76000,2116,1020,117,18687,18707,19116,49000,1703,880,52,18868,18773,19401,47000,1917,980,170
"40997",0,16644,16549,17352,37000,1832,1000,55,17453,17464,18049,36000,1738,1020,25,17880,17870,18388,37000,1702,920,78
"69401",0,17329,17335,18049,90000,2272,1040,123,18887,18941,19429,55000,1868,980,131,17631,17703,18214,74000,1963,1000,215
"29712",0,18822,18748,19310,39000,1744,920,95,20211,20373,20506,25000,1505,840,323,18749,18728,19522,41000,2046,2650,71
"111133",0,20059,20054,20819,16000,1324,820,157,21307,21237,21691,12000,1279,960,379,21093,21013,21369,10000,1218,800,416
"116282",0,17466,17439,18228,78000,2204,1060,49,18136,18172,18578,52000,1679,940,60,18976,19039,19369,40000,1620,920,179
"16637",0,19216,19216,19663,37000,1663,820,257,19761,19772,20036,33000,1595,780,267,20317,20204,20924,18000,1508,2800,241
"131119",0,17101,17067,17957,87000,2401,1020,158,18323,18349,18804,59000,1809,940,135,18032,18002,18675,66000,2105,940,204
"44109",0,20027,19971,20455,28000,1812,940,92,20699,20695,21077,22000,1433,900,148,20444,20567,21206,9000,1173,1180,263
"46509",0,17725,17696,18416,63000,2020,1020,72,18215,18277,18623,56000,1739,900,20,19074,19040,19674,34000,1705,920,47
"56587",0,19921,19823,20521,26000,1890,940,359,20418,20476,20833,21000,1582,880,250,19969,20425,20978,15000,1344,2550,142
"135362",0,17481,17484,18260,82000,2344,940,160,17822,17811,18413,75000,2110,1020,184,18574,18528,19252,53000,2043,2950,61
"63147",0,18945,18939,19554,42000,1797,940,112,19821,20066,19720,31000,1414,800,129,20728,20493,20956,16000,1699,980,402
"32551",0,18447,18480,19095,39000,1894,1000,34,19615,19703,20257,30000,1668,940,228,18815,18752,19344,45000,1780,1000,74
"2201",0,18330,18157,19270,67000,2488,1020,118,19804,19733,20179,35000,2012,920,465,18522,18521,19284,55000,2268,1120,199
"105771",0,18072,18096,18648,50000,1817,920,28,18252,18311,18745,52000,1775,1000,27,19535,19453,20186,38000,1932,1020,379
"21595",0,17489,17441,18329,79000,2368,1040,45,18030,18153,18504,58000,1717,940,108,18677,18617,19321,45000,1881,980,121
"98805",0,18536,18597,19255,33000,2022,980,261,20294,20298,20324,26000,1419,780,208,18729,18594,19446,52000,2295,2750,208
"117150",0,15135,15068,16025,175000,2624,1200,24,16040,16076,16591,126000,2088,1020,6,16243,16202,16965,111000,2248,1140,139
"28865",0,20616,20245,20660,15000,1404,740,98,19531,19614,20054,36000,1653,940,82,21640,21155,21699,6000,977,1140,305
"60422",0,16715,16660,17393,91000,2189,1020,73,18368,18398,18757,53000,1753,900,118,16689,16638,17296,97000,2168,1040,102
"99543",0,18280,18259,19048,54000,2176,1040,126,18623,18627,19103,55000,1904,940,246,19739,19744,20430,27000,1591,1060,142
"59966",0,16052,16023,16816,118000,2269,1060,19,16992,17033,17662,89000,1993,1120,35,17196,17159,17773,87000,2053,1020,134
"13442",0,16025,15992,16804,102000,2286,1060,64,17076,17123,17759,90000,2039,1080,14,17169,17187,17763,83000,2037,980,130
"48113",0,17629,17577,18203,79000,2145,900,225,18606,18658,19026,46000,1705,900,197,18591,18517,19154,48000,2064,2900,302
"73610",0,19219,19276,19822,34000,1813,900,212,20153,20134,20561,26000,1639,1040,172,19480,19409,20533,28000,1932,2400,72
"75622",0,15575,15527,16415,148000,2487,1160,19,17150,17205,17817,80000,1978,1180,78,16264,16180,16981,111000,2321,1140,50
"14183",0,17360,17335,18028,71000,2119,1020,88,18819,18928,19243,47000,1675,920,134,18015,17977,18532,58000,1784,920,45
"100068",0,16523,16505,17227,100000,2160,1020,25,17347,17383,17987,78000,1991,1100,80,17701,17685,18325,70000,2139,2900,74
"120633",0,16044,15976,16929,131000,2566,1100,21,17063,17052,17819,102000,2290,1140,42,17082,17056,17670,78000,2058,1020,145
"39937",0,17494,17506,18179,74000,2120,1020,75,19000,19079,19457,42000,1692,900,85,17926,17898,18505,56000,1889,1000,97
"20562",0,16963,16927,17762,95000,2403,1020,97,17313,17429,17923,83000,1979,1040,9,18154,18168,18696,51000,1850,1020,61
"118684",0,16526,16489,17260,100000,2265,1020,88,17605,17657,18244,74000,2017,1060,158,17790,17735,18367,66000,1988,920,26
"112882",0,18989,18917,19462,39000,1845,920,164,20219,20314,20405,23000,1347,820,246,19392,19352,20244,42000,2461,2550,310
"33279",0,15907,15847,16687,122000,2374,1100,19,16776,16830,17520,101000,2217,1160,74,16946,16944,17587,81000,2061,1060,199
"68835",0,18040,17976,18806,61000,2101,1040,75,19012,19065,19452,42000,1622,900,97,19149,19121,19708,33000,1747,940,180
"80994",0,16628,16540,17374,107000,2404,1020,58,17671,17695,18250,68000,1916,1020,114,17750,17643,18402,74000,2187,1020,33
"129070",0,18453,18421,19136,49000,2039,960,104,19530,19622,19874,35000,1610,900,155,19674,19532,20256,27000,1628,860,207
"92922",0,19287,19235,19878,40000,2277,1020,294,19163,19200,19661,45000,1794,900,206,20461,20413,21092,18000,2180,1000,638
"76958",0,19365,19389,19889,33000,1688,960,127,19514,19567,19592,40000,1577,780,313,20637,20464,21063,19000,1627,1180,20
"127541",0,18751,18740,19311,45000,1881,940,53,19275,19331,19818,41000,1819,960,170,19884,19974,20531,30000,1880,1180,262
"87599",0,16197,16194,16973,115000,2296,1100,75,17108,17120,17813,80000,2078,1160,118,17238,17182,17823,80000,1988,1000,110
"34772",0,18770,18893,19523,32000,1886,980,261,20053,20407,20561,19000,1343,820,68,18996,19046,19589,24000,1709,1060,247
"81820",0,17172,17110,17805,77000,2063,920,74,17667,17779,18211,67000,1843,980,78,18648,18690,19305,54000,2140,2850,22
"129657",0,16059,15994,16910,95000,2424,1120,93,16930,16986,17617,94000,2099,1080,61,17327,17307,18006,85000,2136,2950,99
"97034",0,18653,18668,19345,47000,2096,980,223,19012,19009,19620,43000,1830,920,83,19389,19215,20266,30000,2104,2600,348
"87654",0,19239,19260,19715,39000,1784,940,79,18912,19071,19466,22000,1537,900,216,19792,19904,20925,17000,1860,2350,389
"62822",0,19125,19085,19745,36000,1734,940,72,19388,19489,19942,25000,1630,1020,182,19871,19969,20858,19000,1587,1500,214
